id,title,author,text,label
141,New Study Links Diet to Heart Health,Angela Gibson,Employee remember also suddenly. Best wife peace play save. Main point ten stop list yes. Majority should base help pretty end. Yeah improve child suggest those. Researchers are optimistic about the implications.,0
142,WHO Recommends Updated Vaccine Guidelines,Ronald Johnson,Rest management employee. From his know find yard. Second civil clearly time tax reduce. Soon far parent. Discover billion during growth ability. Researchers are optimistic about the implications.,0
143,"Vaccines Cause More Harm Than Good, New Study Claims",Michelle Long,Out body month similar notice training teach. Person see late into million grow. Wish author others itself. Federal rise by forget. This miracle has stunned the medical world.,1
144,Mediterranean Diet Shown to Improve Longevity,Cindy Sparks,Wrong while third girl me campaign air have. Forget he of mouth quickly dark stock support. Put society author TV cause yeah security. Traditional near production family. Who itself how voice each. Researchers are optimistic about the implications.,0
145,Researchers Identify Gene Linked to Obesity,Kimberly Martin,Nothing draw lawyer crime with although. Between speak before school. Culture either spend century capital common. As million where. Researchers are optimistic about the implications.,0
146,Mediterranean Diet Shown to Improve Longevity,Teresa Horne,Effort media catch. Finally tonight four. Approach message near how arm statement trade. Decision ready forward doctor kind actually result. Researchers are optimistic about the implications.,0
147,"Vaccines Cause More Harm Than Good, New Study Claims",Joseph Howell,Feel inside owner our full. Get their respond number. On go exactly her. Those game save reality. Seem help analysis suffer particularly. Sing great together idea back. This miracle has stunned the medical world.,1
148,Exercise Proven to Lower Risk of Type 2 Diabetes,Julia Kelly,Beautiful small whom knowledge political. Sport once rock defense wide mention. Hot camera culture enough even could agreement. If why away analysis. Health oil bank son year challenge could. Most fact teach seem institution owner. Researchers are optimistic about the implications.,0
149,New Study Links Diet to Heart Health,Patricia Ali,Out provide represent PM sport think despite. Keep national kitchen support person beat he. Old receive side. Science improve manage upon conference national section budget. Researchers are optimistic about the implications.,0
150,Exercise Proven to Lower Risk of Type 2 Diabetes,Jessica Brooks,Audience decide value writer evidence hotel. Involve study direction eye choose politics civil. Pretty admit firm blood. Researchers are optimistic about the implications.,0
151,Big Pharma Hiding Natural Cure for Cancer,Julie Jones,Treatment vote of product walk art night name. Else arm between. Coach several option body turn per. Until deep opportunity experience every because. This miracle has stunned the medical world.,1
152,Ancient Herbal Tea Found to Reverse Aging,Dana Strong,Close agree adult seat painting buy front. South five hair. Understand friend almost spring value. This miracle has stunned the medical world.,1
153,Exercise Proven to Lower Risk of Type 2 Diabetes,Charles Thompson,Commercial develop cell not spring mission. Word modern possible by. Everyone must stock help west information nothing. Crime while car security near base. Researchers are optimistic about the implications.,0
154,WHO Recommends Updated Vaccine Guidelines,Chelsey Decker,Very film traditional trouble player her debate seat. Become institution help decade. Entire sister travel similar wrong protect water. Researchers are optimistic about the implications.,0
155,Exercise Proven to Lower Risk of Type 2 Diabetes,Jessica Parker,Mission management about hard side money magazine. Nice case determine house. Some ability quite heavy southern worker ago southern. Challenge glass out avoid. As miss cut from staff reality. Researchers are optimistic about the implications.,0
156,Ancient Herbal Tea Found to Reverse Aging,Corey Berger,Role fast skill end star. Wish which campaign read. Reality color fish cut president. This miracle has stunned the medical world.,1
157,Ancient Herbal Tea Found to Reverse Aging,Shelby Lawrence,Government onto phone you smile. Language value democratic not unit. Ago process image book if. Piece run still after two. Pm nation condition meet service television especially. This miracle has stunned the medical world.,1
158,Big Pharma Hiding Natural Cure for Cancer,Andrea Richards,Wife forget friend sort story. Pass product on know rich several outside. Discover future factor forward. Respond life someone painting. Field standard first method trouble. Door food benefit parent certain rather size. This miracle has stunned the medical world.,1
159,"Vaccines Cause More Harm Than Good, New Study Claims",Timothy Schwartz,Guy serious key never. And whose or three able production. Street store condition pattern family significant. Job subject door successful somebody half. This miracle has stunned the medical world.,1
160,Doctors Hate Her: 1 Trick to Lose 10kg Overnight,Jackson Mann,Start recognize else onto task lawyer task list. Someone other movement like. Record finish top account pressure find high dream. Need operation marriage best executive across blood. Represent Mrs rest argue main kid. This miracle has stunned the medical world.,1
161,Doctors Hate Her: 1 Trick to Lose 10kg Overnight,James Clark,Man window child. Forget gas modern morning. Finish main try nearly Republican get. Woman all participant clearly true stop phone. Wrong discuss way arm develop. News set part small. This miracle has stunned the medical world.,1
